0	199.204	10.2466	250.437
1	196.711	11.4125	253.773
2	186.185	10.3771	238.071
3	171.916	9.60639	219.948
4	174.736	10.1167	225.32
5	164.282	9.24779	210.521
6	149.105	7.96807	188.945
7	148.779	10.3109	200.333
8	192.495	9.42408	239.616
9	247.767	29.5177	395.355
10	192.426	15.7333	271.092
11	182.112	8.8423	226.323
12	203.65	6.29222	235.111
13	191.933	6.7849	225.858
14	197.573	7.77431	236.445
15	180.708	6.47921	213.104
16	176.138	7.10152	211.645
17	173.27	8.36268	215.084
18	173.039	8.15524	213.815
19	155.184	7.2396	191.382
20	188.835	7.70024	227.336
21	202.463	12.424	264.583
22	177.202	8.31962	218.801
23	173.087	8.88288	217.501
24	207.191	5.03431	232.362
25	214.678	6.44874	246.922
26	239.664	5.62643	267.797
27	181.189	4.27008	202.54
28	210.711	7.50016	248.212
29	220.67	4.47714	243.056
30	207.881	6.34323	239.597
31	226.931	6.98068	261.835
32	249.55	5.84978	278.799
33	215.077	5.63347	243.245
34	211.422	6.25293	242.687
35	260.346	6.35912	292.142
36	258.205	5.78395	287.125
37	232.638	4.78207	256.549
38	256.894	6.01848	286.986
39	184.919	5.71764	213.507
