0	0	0	0	0
0	1	1346.45	805.187	5372.39
0	2	1340.42	561.582	4148.33
0	3	1359.08	426.871	3493.44
0	4	1407.5	105.873	1936.86
0	5	1322.91	74.0738	1693.28
0	6	1447.4	77.3506	1834.15
0	7	1450.04	76.0627	1830.36
0	8	1381.37	75.9296	1761.01
0	9	1385.19	79.6525	1783.45
0	10	1333.63	76.7016	1717.13
0	11	1305.85	72.9814	1670.75
0	12	1371.77	74.4104	1743.83
0	13	1321.29	71.4374	1678.48
0	14	1326.67	68.859	1670.97
0	15	1362.65	71.471	1720
0	16	1249.4	63.6649	1567.72
0	17	1221.68	63.3243	1538.3
0	18	1432.56	75.1703	1808.41
0	19	1219.51	64.4975	1542
0	20	1258.64	68.293	1600.11
0	21	1232.05	68.9886	1576.99
0	22	1265.53	70.9879	1620.47
0	23	1287.12	67.94	1626.82
0	24	1315.34	65.9339	1645.01
0	25	1315.85	64.8418	1640.06
0	26	1276.38	60.9913	1581.34
0	27	1311.31	62.9783	1626.2
0	28	1329.36	70.4504	1681.62
0	29	1323.49	313.161	2889.29
0	30	1291.02	424.8	3415.02
0	31	1266.82	559.532	4064.48
1	0	1221.05	404.357	3242.84
1	1	1285.6	130.065	1935.92
1	2	1245.19	80.3029	1646.71
1	3	1320.66	71.0938	1676.13
1	4	1265.89	66.2903	1597.34
1	5	1298.45	66.8166	1632.53
1	6	1378.48	70.9763	1733.36
1	7	1349.52	66.6127	1682.59
1	8	1260.11	62.6755	1573.49
1	9	1277.78	68.7514	1621.54
1	10	1217.67	74.7827	1591.59
1	11	1218.06	74.9755	1592.94
1	12	1174.16	70.3484	1525.9
1	13	1218.53	69.2391	1564.72
1	14	1230.99	69.873	1580.35
1	15	1203.13	66.5498	1535.88
1	16	1116.65	59.6051	1414.68
1	17	1137	60.9595	1441.79
1	18	1118.79	59.5944	1416.76
1	19	1127.93	61.8456	1437.16
1	20	1129.46	60.6467	1432.69
1	21	1137.96	60.7071	1441.5
1	22	1209.41	66.7874	1543.34
1	23	1115.37	63.6484	1433.62
1	24	1170.56	68.5901	1513.51
1	25	1130.47	71.9575	1490.26
1	26	1164.08	62.4738	1476.45
1	27	1192.66	63.7499	1511.41
1	28	1212.76	59.7868	1511.7
1	29	1226.69	60.5331	1529.36
1	30	1225.44	57.3595	1512.23
1	31	1232.93	64.7976	1556.91
