0	0	0
8597.69	616.823	1449.53405
8413.21	596.068	1400.7598
8305.81	483.83	1137.0005
8339.5	535.788	1259.1018
8199.5	542.815	1275.61525
8165.94	506.169	1189.49715
8121.7	519.484	1220.7874
8065.04	556.81	1308.5035
7975.59	576.987	1355.91945
7835.17	585.14	1375.079
7713.41	597.036	1403.0346
7644.32	582.487	1368.84445
7598.59	568.462	1335.8857
7575.09	556.426	1307.6011
7575.06	552.499	1298.37265
7583.69	547.434	1286.4699
7589.07	548.482	1288.9327
7597.46	562.227	1321.23345
7632.89	560.197	1316.46295
7664.79	576.203	1354.07705
7765.16	589.896	1386.2556
7916.66	565.211	1328.24585
8052.16	525.016	1233.7876
8122.85	519.808	1221.5488
8187.38	494.006	1160.9141
8230.84	478.178	1123.7183
8275.34	479.267	1126.27745
8299.67	448.618	1054.2523
8303.63	465.819	1094.67465
8326.05	437.703	1028.60205
8281.23	485.849	1141.74515
8292.22	566.809	1332.00115
8500.51	575.647	1352.77045
8589.85	527.175	1238.86125
8677.93	517.313	1215.68555
8660.18	493.977	1160.84595
8591.87	529.343	1243.95605
8621.53	514.541	1209.17135
8551.44	469.164	1102.5354
8511.08	475.801	1118.13235
8438.1	507.809	1193.35115
8259.13	577.987	1358.26945
8095.18	572.183	1344.63005
8009.21	533.371	1253.42185
7962.9	522.745	1228.45075
7938.84	506.938	1191.3043
7913.32	500.133	1175.31255
7898.63	492.581	1157.56535
7908.48	488.586	1148.1771
7899.2	482.652	1134.2322
7903.24	493.23	1159.0905
7908.9	486.033	1142.17755
7913.21	487.356	1145.2866
7950.55	504.192	1184.8512
7984.29	517.378	1215.8383
8063.14	546.258	1283.7063
8224.04	587.074	1379.6239
8416.39	514.185	1208.33475
8514.81	491.329	1154.62315
8645.13	473.424	1112.5464
8640.68	490.66	1153.051
8663.29	471.875	1108.90625
8619.62	521.83	1226.3005
0	0	0
7990.55	806.764	1895.8954
7870.31	478.592	1124.6912
7776.41	521.221	1224.86935
7710.17	529.555	1244.45425
7693.62	542.323	1274.45905
7585.61	510.819	1200.42465
7554.64	529.256	1243.7516
7483.11	552.637	1298.69695
7406.23	556.107	1306.85145
7259.15	519.603	1221.06705
7157.73	499.345	1173.46075
7117.93	488.217	1147.30995
7090.81	477.22	1121.467
7075.25	468.172	1100.2042
7068.33	465.614	1094.1929
7063.8	471.136	1107.1696
7063.11	468.868	1101.8398
7081.07	477.472	1122.0592
7113.99	482.461	1133.78335
7141.5	515.888	1212.3368
7221.59	509.422	1197.1417
7365.88	546.487	1284.24445
7454.91	501.613	1178.79055
7553.63	499.924	1174.8214
7644.03	513.444	1206.5934
7637.08	450.546	1058.7831
7745.78	494.927	1163.07845
7706.73	397.848	934.9428
7652.17	410.233	964.04755
7740.48	617.778	1809.99115
0	0	0
7857.19	608.064	1428.9504
7690.87	492.129	1156.50315
7642.2	478.23	1123.8405
7629.96	499.991	1174.97885
7500.74	529.546	1244.4331
7284.88	551.994	1297.1859
7135.38	522.149	1227.05015
7082.1	490.99	1153.8265
7049.02	476.91	1120.7385
7021.69	466.001	1095.10235
7028.78	463.582	1089.4177
7018.75	463.696	1089.6856
7017.48	466.878	1097.1633
7016.69	463.691	1089.67385
7015.53	466.154	1095.4619
7025.49	474.054	1114.0269
7049.6	481.854	1132.3569
7069.09	491.44	1154.884
7122.07	508.68	1195.398
7212.53	535.358	1258.0913
7376.79	559.78	1315.483
7545.37	507.231	1191.99285
7598.37	479.918	1127.8073
7671.27	513.092	1205.7662
7699.8	490.206	1151.9841
7666.35	458.608	1077.7288
7737	496.699	1167.24265
7650.81	448.798	1054.6753
7633.99	519.882	1221.7227
7577.17	584.035	1372.48225
7584.75	642.536	1509.9596
7447.01	678.126	1593.5961
