0	0	0	0	0
0	1	19822.2	5559.4	47619.2
0	2	25591	5943.28	55307.4
0	3	27762.4	3739.42	46459.5
0	4	27496.6	3699.18	45992.5
0	5	20007.4	2188.31	30949
0	6	19943.9	2221.74	31052.6
0	7	13331.3	1302.08	19841.7
0	8	11185.5	752.873	14949.9
0	9	10832.9	644.455	14055.2
0	10	10615.3	542.124	13326
0	11	10539.1	502.395	13051.1
0	12	10526.8	495.244	13003
0	13	10490.3	485.846	12919.6
0	14	10496.1	490.659	12949.4
0	15	10484.5	481.655	12892.8
0	16	10483.4	485.692	12911.8
0	17	10467	474.096	12837.5
0	18	10505.9	495.031	12981.1
0	19	10496.5	488.537	12939.1
0	20	10499.1	494.86	12973.4
0	21	10527.4	511.854	13086.7
0	22	10575.3	541.563	13283.1
0	23	10636.6	587.235	13572.8
0	24	11194.9	912.582	15757.8
0	25	20075.4	2571.84	32934.6
0	26	26542.8	3638.37	44734.7
0	27	24176.8	3426.06	41307.1
0	28	24048.6	5953.31	53815.1
0	29	16887	5942.65	46600.3
0	30	19851.2	6155.57	50629
0	31	11844.8	5845.58	41072.7
1	0	11998.9	5693.94	40468.6
1	1	17348.6	5770.31	46200.1
1	2	11478.8	5510.79	39032.7
1	3	15891.8	5691.98	44351.7
1	4	18753.6	6009.52	48801.2
1	5	14757.5	6036.81	44941.5
1	6	19293.1	5871.51	48650.7
1	7	9136.24	6000.97	39141.1
1	8	11432.1	5811.9	40491.6
1	9	12524.8	2206.22	23556
1	10	11705.5	1573.15	19571.2
1	11	13585.5	1548.87	21329.9
1	12	11678.3	925.869	16307.7
1	13	11099.1	653.309	14365.7
1	14	11123.5	652.93	14388.2
1	15	11080.1	630.551	14232.9
1	16	11040.5	618.709	14134
1	17	11127.8	648.495	14370.2
1	18	11080.7	635.97	14260.6
1	19	11108.8	634.13	14279.5
1	20	11157	654.134	14427.6
1	21	11079.5	619.255	14175.8
1	22	11108.4	617.52	14196
1	23	11074.9	609.054	14120.2
1	24	11169.2	641.585	14377.1
1	25	11193.8	666.172	14524.7
1	26	11241	684.366	14662.9
1	27	11415.8	788.964	15360.6
1	28	22354.2	2978.69	37247.7
1	29	22806.1	5807.92	51845.7
1	30	30177	5842.59	59390
1	31	15200.8	6038.7	45394.3
0	0	0	0	0
0	1	27466	4277.53	48853.6
0	2	24548.3	3457.75	41837.1
0	3	12771	1165.6	18599
0	4	12089.8	839.561	16287.6
0	5	11687	780.529	15589.7
