0	-0.9
1	35
2	4.32
3	16.1544
4	30.6382
5	-1.75955
6	-8.99236
7	20.613
8	1.15829
9	17.7416
10	-29.4746
11	-30.3998
12	-13.2104
13	-7.29205
14	16.8278
15	-2.75051
16	13.2367
17	-12.6368
18	-11.2415
19	-69.6908
20	7.4562
21	-23.0479
22	-9.61794
23	-7.17989
24	-99.4617
25	-192.507
26	-117.414
27	-160.356
28	-82.9028
29	-138.871
30	-146.503
31	-171.158
32	-123.793
33	-148.908
34	-165.654
35	-147.767
36	-105.492
37	-94.4
38	-104.3
39	-160.7
