0	0	0	0	0	0
0	1	0.909254	69.8491	0.00129194	1.6345
0	2	0.953357	-38.0658	0.0001158	0.145063
0	3	0.973613	-47.7438	0.0001127	0.136542
0	4	0.962389	-57.359	0.000118802	0.147473
0	5	1.01094	-53.6271	0.000122779	0.144484
0	6	0.901475	-23.2016	0.000101954	0.134699
0	7	0.915016	-53.5536	9.65336e-05	0.119136
0	8	0.954804	-54.1831	0.000100782	0.129121
0	9	0.942614	-53.1099	0.00101285	1.39434
0	10	0.974424	-61.2257	0.000420815	0.536201
0	11	0.985985	-61.464	0.000473059	0.464973
0	12	0.938486	-69.5429	0.000487393	0.644167
0	13	0.946724	-38.6412	0.000548376	0.5832
0	14	0.957413	-60.8959	0.000503688	0.511897
0	15	0.918578	-42.9355	0.000362393	0.466175
0	16	1.03318	-81.6626	0.000799098	0.559796
0	17	1.04184	-63.3152	0.000509062	0.441313
0	18	0.889981	-63.2617	0.000382824	0.517005
0	19	1.05263	-68.0911	0.000520257	0.426941
0	20	1.02621	-71.6605	0.000574352	0.473831
0	21	1.05613	-70.0004	0.000415384	0.50089
0	22	1.04436	-74.6722	0.00110368	1.38263
0	23	1.03062	-63.3379	9.60005e-05	0.102777
0	24	1.04245	-96.9111	0.000151074	0.181146
0	25	1.02275	-64.0831	0.000631601	0.814201
0	26	1.06257	-68.9659	0.0026096	3.32683
0	27	1.04304	-75.4082	0.000125348	0.135671
0	28	1.0396	-84.262	0.00126198	1.60702
0	29	1.01584	-62.8091	0.000127762	0.150113
0	30	1.06597	-63.9777	0.000128297	0.148144
0	31	1.05324	-79.6319	0.000343713	0.416681
1	0	1.09901	65.6954	0.000438184	0.000452913
1	1	1.05841	68.3009	0.00132797	0.000394427
1	2	1.10691	70.5831	0.0014749	0.000398966
1	3	1.02399	103.122	0.0025974	0.000374144
1	4	1.09405	74.8687	0.00294847	0.000737639
1	5	1.07441	52.7573	0.000138512	0.000233593
1	6	1.00019	76.1253	0.00159723	0.000420335
1	7	1.03929	45.7817	0.000160923	0.000294352
1	8	1.10596	48.5369	0.000124298	0.000193937
1	9	1.07587	56.0608	0.00124309	0.000543493
1	10	1.1081	54.0654	0.000733849	0.000229164
1	11	1.09325	50.0558	0.000630701	0.000284955
1	12	1.12207	54.1731	0.000501105	0.000214636
1	13	1.09492	29.9297	0.000551489	0.000631256
1	14	1.05743	58.5647	0.000611884	0.000174148
1	15	1.08864	46.7413	0.000429485	0.000240731
1	16	1.1895	26.5408	0.000536515	0.000764853
1	17	1.15994	36.8912	0.000722776	0.000734152
1	18	1.18023	33.6083	0.000505231	0.000487363
1	19	1.15024	57.9543	0.000552844	0.00020047
1	20	1.15772	47.8481	0.00053503	0.000253804
1	21	1.16396	32.3228	0.000490316	0.000512434
1	22	1.08958	44.7286	0.000364604	0.000233347
1	23	1.18477	46.2726	0.000113675	0.000163509
1	24	1.1444	39.118	0.000707688	0.000537389
1	25	1.17183	75.2256	0.00111723	0.000248692
1	26	1.19574	35.9456	0.000587067	0.000551292
1	27	1.15053	71.6159	0.000129914	0.000275528
1	28	1.16611	46.0876	0.000144261	0.000241672
1	29	1.12736	74.9331	0.00143551	0.000350611
1	30	1.15345	49.7574	0.00191343	0.00101031
1	31	1.13652	49.6838	0.000440572	0.000347843
