	31	31	1.10574	-192.68	0.0206722	29.33
	0	0	0	0	0	0
	0	1	0	0	0	0
	0	2	0	0	0	0
	0	3	0	0	0	0
	0	4	0	0	0	0
	0	5	0	0	0	0
	0	6	0	0	0	0
	0	7	0	0	0	0
	0	8	0	0	0	0
	0	9	0	0	0	0
	0	10	0	0	0	0
	0	11	0	0	0	0
	0	12	0	0	0	0
	0	13	0	0	0	0
	0	14	0	0	0	0
	0	15	0	0	0	0
	0	16	0	0	0	0
	0	17	0	0	0	0
	0	18	0	0	0	0
	0	19	0	0	0	0
	0	20	0	0	0	0
	0	21	0	0	0	0
	0	22	0	0	0	0
	0	23	0	0	0	0
	0	24	0	0	0	0
	0	25	0	0	0	0
	0	26	0	0	0	0
	0	27	0	0	0	0
	0	28	0	0	0	0
	0	29	0	0	0	0
	0	30	0	0	0	0
	0	31	0	0	0	0
	1	0	0	0	0	0
	1	1	1.04974	77.0693	0.0451682	62.4059
	1	2	0	0	0	0
	1	3	0	0	0	0
	1	4	0	0	0	0
	1	5	0.96698	-3.42851	0.0262396	32.4522
	1	6	1.0173	33.171	0.0339328	42.4391
	1	7	0	0	0	0
	1	8	0	0	0	0
	1	9	0.960135	17.8833	0.0311214	31.9392
	1	10	0.93467	18.7603	0.0327782	30.6844
	1	11	0.866656	128.063	0.0350982	42.3833
	1	12	0	0	0	0
	1	13	0.909338	133.703	0.0331057	40.6377
	1	14	0.915745	78.8396	0.00560348	7.02386
	1	15	0	0	0	0
	1	16	0.819535	83.3091	0.0239655	27.2183
	1	17	0	0	0	0
	1	18	0	0	0	0
	1	19	0	0	0	0
	1	20	0	0	0	0
	1	21	0.86817	81.7727	0.0224174	28.5992
	1	22	0	0	0	0
	1	23	0	0	0	0
	1	24	0.951124	-17.0677	0.0212296	27.4346
	1	25	0.860633	27.6756	0.0206835	31.289
	1	26	0	0	0	0
	1	27	0.936617	31.8681	0.0285345	46.5841
	1	28	0	0	0	0
	1	29	0.900194	5.22267	0.0177571	25.4116
	1	30	0.919635	-32.0639	0.0196088	27.773
	1	31	0	0	0	0
	2	0	0	0	0	0
	2	1	0	0	0	0
	2	2	0	0	0	0
	2	3	1.05631	-144.663	0.0240743	34.7393
	2	4	0	0	0	0
	2	5	0.963127	-49.7823	0.015735	22.3112
	2	6	1.02797	-55.8919	0.00144275	1.58907
	2	7	1.12827	-167.952	0.0267913	39.612
	2	8	0.936843	-35.7004	0.00199416	2.49839
	2	9	0.954845	-33.713	0.00123915	1.55759
	2	10	0.935281	-43.0236	0.00169703	2.1837
	2	11	0.949172	-41.9724	0.00125943	1.54549
	2	12	0.927194	-44.5875	0.00235388	1.83757
	2	13	0.950408	-25.2498	0.0012204	1.50105
	2	14	0.98235	-53.1009	0.000905586	1.3365
	2	15	0.954317	-40.0759	0.0017988	2.40001
	2	16	0.872815	-18.0338	0.000793038	1.14761
	2	17	0.899253	-31.133	0.00374317	4.80993
	2	18	0.881826	-26.331	0.000937592	1.19214
	2	19	0.903561	-47.2336	0.000477127	0.680797
	2	20	0.903493	-44.6669	0.00288542	2.8371
	2	21	0.890661	-24.3574	0.000894307	1.15124
	2	22	0.95278	-35.5141	0.00154304	1.91528
	2	23	0.991244	-170.148	0.0320092	48.7924
	2	24	0.908666	-31.8684	0.00232845	3.06556
	2	25	0.880979	-51.9911	0.00101185	1.35259
	2	26	0.954897	-129.965	0.016373	23.255
	2	27	0.951495	-125.583	0.0077229	11.3481
	2	28	0.886385	-21.3341	0.00182609	2.52299
	2	29	0.901638	-35.4785	0.00171323	2.39445
	2	30	0.961774	-79.2943	0.0286634	48.1953
	2	31	0.906847	-37.7761	0.00561099	8.10349
	3	0	0	0	0	0
	3	1	0	0	0	0
	3	2	0	0	0	0
	3	3	0	0	0	0
