0	0	3165.65	3165.65	-4.51253	0.00295779		-6.04772e-07
0	1	3335.13	3335.13	-4.15715	0.00276752		-6.96535e-07
0	2	3032.19	3032.19	-4.06651	0.00250138		-4.77752e-07
0	3	2846.55	2846.55	-2.18201	0.000566388		4.45427e-08
0	4	2919.84	2919.84	-3.74136	0.00228797		-4.74213e-07
0	5	2716.73	2716.73	-2.62776	0.000843124		1.20497e-07
0	6	2399.56	2399.56	-2.1431	-0.00014691		9.28772e-07
1	0	2503.54	2503.54	-3.77637	0.00232359		-2.40697e-07
1	1	2377.44	2377.44	-4.61531	0.00397346		-9.88851e-07
1	2	2461.42	2461.42	-4.93341	0.00456975		-1.41181e-06
1	3	2426.01	2426.01	-2.60835	0.0013953		-2.75958e-07
1	4	2366.1	2366.1	-5.94234	0.00701175		-2.7639e-06
1	5	2347.48	2347.48	-8.46708	0.0141707		-7.67943e-06
1	6	2542.41	2542.41	-4.09132	0.00307161		-7.41553e-07
