0	0	3532.63	3532.63	-2.6352	0.000830219		-3.94263e-08
0	1	3279.92	3279.92	-2.40972	0.000618872		4.76778e-08
0	2	3344.99	3344.99	-2.73775	0.00106092		-1.24248e-07
0	3	3279.72	3279.72	-2.8311	0.00118117		-1.61567e-07
0	4	3056.77	3056.77	-1.7781	3.60531e-05		2.2151e-07
0	5	2799.92	2799.92	-1.08829	-0.000326789		2.52181e-07
0	6	2794.88	2794.88	-1.77352	0.000597728		-6.69541e-08
1	0	2483.69	2483.69	-0.449758	-0.00112088		5.61876e-07
1	1	2524.32	2524.32	-1.64121	0.000237828		1.11246e-07
1	2	2706.47	2706.47	-2.40648	0.00113918		-2.13379e-07
1	3	2620.8	2620.8	-2.72364	0.00150176		-3.33979e-07
1	4	2664.21	2664.21	-1.93827	0.000655827		-5.22363e-08
1	5	2694.17	2694.17	-1.87671	0.000704865		-1.01841e-07
1	6	2442.04	2442.04	-0.881542	-0.000650344		4.21154e-07
