        0	0	0	0	0	0
        0       1       0.974547        -31.4126        0.000341171     0.355764
	0	2	0.954213	-40.4313	0.000205031	0.214693
	0	3	0.973828	-48.2493	0.000171991	0.178646
	0	4	0.958372	-53.1082	0.000164907	0.18301
	0	5	1.0098	-53.1863	0.000145732	0.145055
	0	6	0.900463	-22.3558	0.000122859	0.170269
	0	7	0.913335	-51.5818	0.000116373	0.155717
	0	8	0.955997	-56.1526	0.000122077	0.160297
	0	9	0.93773	-45.6702	0.00010666	0.144956
	0	10	0.973651	-59.8318	0.000106574	0.14336
	0	11	0.985518	-60.609	0.000108629	0.151701
	0	12	0.937484	-68.1067	8.17254e-05	0.127579
	0	13	0.947433	-38.92	9.32969e-05	0.142283
	0	14	0.957929	-61.3661	7.32896e-05	0.105897
	0	15	0.919201	-43.4952	7.73446e-05	0.115585
	0	16	1.03316	-80.8128	0.000126056	0.156191
	0	17	1.04251	-63.4051	0.000137933	0.153989
	0	18	0.889285	-62.3087	9.31395e-05	0.161942
	0	19	1.05265	-68.4544	8.65963e-05	0.115435
	0	20	1.02542	-69.5755	0.000117359	0.153508
	0	21	1.05555	-67.7679	0.000133952	0.165923
	0	22	1.03907	-66.1992	0.00011063	0.146515
	0	23	1.03122	-63.4553	0.000133215	0.178602
	0	24	1.03585	-87.4822	0.000304883	0.439791
	0	25	1.02217	-61.0708	0.000145668	0.188433
	0	26	1.05634	-59.1481	0.00015809	0.184936
	0	27	1.04401	-76.2073	0.000184627	0.203711
	0	28	1.03897	-82.9068	0.000182335	0.228373
	0	29	1.01462	-61.0172	0.000204881	0.218292
	0	30	1.06476	-63.4161	0.000206068	0.213471
	0	31	1.05283	-80.7037	0.000319191	0.318909
        1       0       1.10729 73.3115 0.000667121     0.512488
	1	1	1.05212	73.8266	0.00149045	1.18048
	1	2	1.06302	97.9375	0.00123621	1.20993
	1	3	1.04939	69.3911	0.000550375	0.303886
	1	4	1.10651	59.8104	0.00101308	0.420084
	1	5	1.08418	49.1595	0.000894083	0.386104
	1	6	1.01494	54.9156	0.00054514	0.30882
	1	7	1.04488	36.3424	0.000268537	0.254194
	1	8	1.10837	41.6336	0.000279043	0.222852
	1	9	1.09122	35.3369	0.000182985	0.208154
	1	10	1.10972	52.5451	0.000190619	0.212218
	1	11	1.0939	49.6229	0.000152201	0.18539
	1	12	1.12581	48.4618	0.000176914	0.201843
	1	13	1.0945	29.6854	0.000137395	0.167814
	1	14	1.0568	58.5328	0.00013882	0.178277
	1	15	1.08836	46.5409	0.000147665	0.166658
	1	16	1.18973	26.9438	0.000223588	0.167824
	1	17	1.16237	33.1947	0.00019453	0.141955
	1	18	1.18176	32.3913	0.000239631	0.158172
	1	19	1.15229	55.3034	0.000159808	0.126192
	1	20	1.15868	47.375	0.000184417	0.136689
	1	21	1.16488	30.9561	6.715e-05	0.0848751
	1	22	1.09127	41.8297	0.000135358	0.132047
	1	23	1.19282	36.6586	0.00015441	0.118362
	1	24	1.14635	35.6908	0.000137367	0.13144
	1	25	1.1795	65.5353	0.000331116	0.529195
	1	26	1.19677	34.0393	0.000276587	0.49936
	1	27	1.15862	62.1255	0.000256451	0.464097
	1	28	1.17879	22.3749	0.000239702	0.444066
	1	29	1.15886	35.5613	0.000106259	0.0651528
	1	30	1.17733	12.2585	0.00057992	0.956674
	1	31	1.13823	24.6542	0.00157193	2.92293

