0	0	0	1
0	1	2.86608	0.972479
0	2	0.151522	0.953965
0	3	-0.0183797	0.973744
0	4	-1.17707	0.958025
0	5	-0.957945	1.00867
0	6	-1.43015	0.900311
0	7	-2.08847	0.912449
0	8	-1.88445	0.953987
0	9	-1.60422	0.936371
0	10	-1.36392	0.972696
0	11	-0.705411	0.983839
0	12	-1.07881	0.935913
0	13	-0.972875	0.945799
0	14	-0.349297	0.955778
0	15	-0.320619	0.917125
0	16	0.690217	1.03243
0	17	0.339747	1.04141
0	18	30.8746	0.886741
0	19	-0.355985	1.05122
0	20	0.658016	1.02558
0	21	1.11595	1.05381
0	22	1.14427	1.03494
0	23	0.717644	1.02964
0	24	62.0517	1.03959
0	25	0.339853	1.01975
0	26	0.569338	1.0551
0	27	1.13876	1.03999
0	28	29.6342	1.0367
0	29	0.177933	1.01447
0	30	0.526502	1.06536
0	31	-0.250979	1.05335
1	0	-67.7656	1.26582
1	1	2.27287	1.06192
1	2	2.83382	1.1118
1	3	1.2408	1.04979
1	4	0.574839	1.10803
1	5	0.414773	1.08559
1	6	1.63783	1.01961
1	7	0.177118	1.04704
1	8	2.95865	1.11319
1	9	1.69644	1.09382
1	10	0.713763	1.11323
1	11	0.30471	1.09594
1	12	2.25823	1.12826
1	13	0.966506	1.09672
1	14	0.703285	1.05885
1	15	0.29627	1.09035
1	16	3.23641	1.19349
1	17	3.23697	1.16567
1	18	3.48899	1.18439
1	19	2.70572	1.15401
1	20	2.877	1.1597
1	21	3.47922	1.16668
1	22	2.22047	1.09278
1	23	3.39956	1.19368
1	24	3.06248	1.1459
1	25	3.49287	1.18322
1	26	4.08775	1.19771
1	27	2.75416	1.1599
1	28	3.31395	1.17912
1	29	3.72893	1.15738
1	30	3.46086	1.18211
1	31	12.1759	1.15016
2	0	0	1
2	1	-2.3636	0.885279
2	2	-1.08057	0.930728
2	3	-1.76205	0.849092
2	4	-0.740927	0.909889
2	5	-2.84703	0.967432
2	6	-0.814639	0.943215
2	7	-2.9264	0.932902
2	8	-2.80246	0.921987
2	9	-3.42199	0.887319
2	10	-1.97291	0.895474
2	11	-2.6872	0.906872
2	12	-0.444986	0.940908
2	13	-1.9189	0.91837
2	14	-1.39307	0.962392
2	15	0.728908	0.919782
2	16	-2.37916	0.892739
2	17	-1.68683	0.912901
2	18	-0.0286892	0.925618
2	19	-1.89536	0.930377
2	20	9.08888	0.923819
2	21	3.34446	0.95293
2	22	-2.82034	0.940244
2	23	-2.2792	0.938467
2	24	-1.1982	0.941822
2	25	-1.84265	0.9117
2	26	-2.24456	0.938449
2	27	-2.58089	0.936871
2	28	-0.786821	0.930653
2	29	-3.19837	0.931687
2	30	-2.79695	0.942181
2	31	0	1
3	0	30.9017	0.975101
3	1	18.5452	1.0917
3	2	-0.879262	1.09953
3	3	-3.56216	1.09887
3	4	1.76934	1.11157
3	5	5.63592	1.12309
3	6	1.68343	1.08818
3	7	0.177704	1.09474
3	8	0.00997135	1.12269
3	9	1.48896	1.10321
3	10	1.24776	1.06225
3	11	-0.155108	1.09392
3	12	-0.133134	1.0869
3	13	-0.122729	1.13318
3	14	8.26262	1.0923
3	15	-0.694842	1.087
3	16	-0.273279	0.963726
3	17	-2.63162	0.985573
3	18	-1.36804	0.958136
3	19	-0.603512	0.969432
3	20	-1.94162	1.01629
3	21	-3.08116	0.969813
3	22	-3.61395	0.989037
3	23	-0.371401	0.981155
3	24	-2.0167	0.965803
3	25	-0.9787	0.981188
3	26	-3.94302	1.0149
3	27	-2.02878	0.981814
3	28	5.85798	0.939644
3	29	-2.53818	0.985883
3	30	-0.61603	0.963324
3	31	-3.90185	1.00744
