0	0	0	0	0	0
0	1	0.925975	67.0799	0.000243743	0.481063
0	2	0.955625	-40.5491	3.16247e-05	0.0602373
0	3	0.974485	-48.1255	2.8606e-05	0.053506
0	4	0.959102	-53.7474	2.79325e-05	0.0531748
0	5	1.00935	-51.6391	2.60777e-05	0.0469094
0	6	0.900695	-22.5943	2.08654e-05	0.0408764
0	7	0.914123	-52.6191	2.11796e-05	0.0413822
0	8	0.955916	-55.5155	2.08325e-05	0.0385273
0	9	0.938494	-46.5765	1.94615e-05	0.0363414
0	10	0.975416	-62.661	2.07109e-05	0.0370204
0	11	0.985837	-61.4481	1.95207e-05	0.0343567
0	12	0.938025	-69.2003	1.81732e-05	0.033466
0	13	0.947802	-39.7715	1.81567e-05	0.0329507
0	14	0.957727	-60.7373	1.80198e-05	0.0324226
0	15	0.918662	-42.3342	1.72417e-05	0.0322535
0	16	1.03405	-82.0645	2.00332e-05	0.0334605
0	17	1.04354	-64.5809	1.98379e-05	0.0327234
0	18	0.887948	-60.1169	1.63991e-05	0.0318448
0	19	1.05296	-68.3238	2.04146e-05	0.0334552
0	20	1.0263	-71.0245	2.00146e-05	0.0337755
0	21	1.05631	-68.6953	2.06532e-05	0.0339527
0	22	1.03981	-66.7202	2.14388e-05	0.0360425
0	23	1.03157	-63.7845	2.2173e-05	0.0378586
0	24	1.03672	-88.7378	2.92979e-05	0.0516388
0	25	1.02225	-60.3248	2.44953e-05	0.0433713
0	26	1.05831	-61.7987	2.89408e-05	0.0500717
0	27	1.04582	-77.9729	3.04614e-05	0.0542312
0	28	1.03943	-82.3015	2.92336e-05	0.0520748
0	29	1.01643	-62.9621	3.26762e-05	0.0599208
0	30	1.06552	-63.0809	3.29395e-05	0.0574353
0	31	1.05738	-86.5081	0.000202586	0.369943
1	0	0.944375	-116.161	0.0146015	27.7526
1	1	0.997313	-121.241	0.0120113	23.3029
1	2	0.993739	237.149	0.0028025	0.013127
1	3	0.945886	272.595	0.00250468	0.0143336
1	4	1.06567	78.1115	0.000183159	0.000765218
1	5	1.05157	70.7233	0.00015451	0.000465486
1	6	0.978095	112.414	0.000170972	0.00169955
1	7	1.01095	97.85	9.62419e-05	0.000435771
1	8	1.08182	55.952	8.97022e-05	0.000199257
1	9	1.06215	53.6025	7.36995e-05	0.0002047
1	10	1.0808	69.053	6.58144e-05	0.000380971
1	11	1.08602	51.6092	4.1466e-05	0.000128919
1	12	1.11877	43.0399	2.94271e-05	5.86421e-05
1	13	1.08773	30.4773	2.51683e-05	7.49269e-05
1	14	1.05383	51.2463	2.24567e-05	0.000152486
1	15	1.08657	40.4407	2.03959e-05	4.10375e-05
1	16	1.1763	22.6639	2.33079e-05	0.000107797
1	17	1.1525	26.699	2.1842e-05	5.9187e-05
1	18	1.17589	24.3734	2.16066e-05	5.85677e-05
1	19	1.14052	42.8269	2.18874e-05	5.40952e-05
1	20	1.14757	37.4663	2.14411e-05	6.9908e-05
1	21	1.15019	26.0834	2.1178e-05	6.1653e-05
1	22	1.0847	40.8727	2.00968e-05	6.19968e-05
1	23	1.18436	27.9417	2.29511e-05	6.84279e-05
1	24	1.13247	35.0019	2.328e-05	8.07813e-05
1	25	1.16513	47.9981	2.51335e-05	9.55763e-05
1	26	1.18903	27.245	2.62517e-05	6.45297e-05
1	27	1.14554	51.705	2.8447e-05	0.000126887
1	28	1.16858	28.7334	3.76014e-05	7.87242e-05
1	29	1.14768	35.2516	3.91073e-05	8.52321e-05
1	30	1.15372	33.4397	5.26613e-05	0.000115603
1	31	1.15124	36.0046	0.000138897	0.000215188
