0	0	152.888	1.39964
0	1	130.239	4.73648
0	2	140.711	1.64711
0	3	146.035	1.47873
0	4	152.378	1.81148
0	5	143.162	1.5685
0	6	127.856	1.80769
0	7	157.315	1.69496
0	8	153.249	1.89419
0	9	146.591	1.75909
0	10	157.084	1.54151
0	11	155.666	1.56877
0	12	171.257	1.69792
0	13	138.502	2.06543
0	14	159.706	1.76375
0	15	147.19	1.83475
0	16	168.601	1.66802
0	17	150.25	1.58558
0	18	207.253	1.24791
0	19	152.782	1.57133
0	20	159.554	1.58495
0	21	153.184	1.54209
0	22	153.735	1.55064
0	23	152.966	1.56752
0	24	240.92	3.13775
0	25	151.591	1.56616
0	26	145.896	1.40981
0	27	163.824	1.32399
0	28	198.529	1.43518
0	29	154.119	1.41208
0	30	148.65	1.37701
0	31	166.211	2.78413
1	0	74.0777	2.31457
1	1	77.3875	1.88659
1	2	71.594	1.75273
1	3	72.808	1.6792
1	4	78.6205	1.71805
1	5	89.6834	1.67611
1	6	91.3024	2.56022
1	7	105.153	1.86598
1	8	97.3176	1.65984
1	9	103.14	1.58123
1	10	85.004	1.83201
1	11	88.3041	1.78049
1	12	88.1381	1.76353
1	13	107.326	1.63877
1	14	82.7715	1.97129
1	15	91.8527	1.70156
1	16	102.703	1.62801
1	17	99.5309	1.71847
1	18	98.3343	1.63895
1	19	80.0719	1.68024
1	20	86.7717	1.62903
1	21	100.76	1.69596
1	22	96.0241	1.80337
1	23	92.8495	1.56563
1	24	95.1392	1.76699
1	25	71.6289	1.81504
1	26	96.0396	1.7093
1	27	73.6759	1.95731
1	28	105.518	1.75612
1	29	97.0325	1.94595
1	30	114.949	1.94736
1	31	107.806	2.26406
2	0	70.4791	1.1265
2	1	75.0726	1.68621
2	2	94.2471	1.29459
2	3	95.7091	1.29631
2	4	93.3388	1.29339
2	5	113.87	1.23729
2	6	70.0035	1.29432
2	7	101.519	1.34175
2	8	92.3955	1.2878
2	9	86.2429	1.38024
2	10	84.9354	1.33243
2	11	85.6055	1.28235
2	12	86.6421	1.22319
2	13	86.4097	1.25769
2	14	104.782	1.33522
2	15	91.8048	4.23522
2	16	93.7991	1.36601
2	17	79.8144	1.23958
2	18	146.059	1.23504
2	19	63.5676	1.31211
2	20	106.653	14.8221
2	21	62.8832	6.35269
2	22	84.5872	1.35754
2	23	77.7349	1.6158
2	24	68.1636	1.47167
2	25	96.0497	1.50019
2	26	80.0453	1.49664
2	27	87.6708	1.9731
2	28	77.2747	2.06699
2	29	86.4432	1.51736
2	30	82.292	4.52635
2	31	92.2968	1.29151
3	0	85.8595	2.87463
3	1	103.804	1.97945
3	2	80.1621	1.44277
3	3	95.9256	1.41653
3	4	75.8036	1.34713
3	5	100.757	1.37902
3	6	91.014	1.3884
3	7	92.7287	1.55202
3	8	85.6954	1.39912
3	9	93.7792	1.40634
3	10	94.6096	1.40453
3	11	68.0286	1.27636
3	12	73.7458	1.39603
3	13	108.461	1.27793
3	14	98.4983	1.70704
3	15	84.5041	1.26613
3	16	90.3922	1.59508
3	17	102.321	1.43882
3	18	102.52	1.5703
3	19	83.9116	1.38323
3	20	98.8503	1.44392
3	21	85.8618	1.61095
3	22	103.023	2.16865
3	23	100.224	1.88256
3	24	105.517	1.68754
3	25	105.933	1.79347
3	26	109.402	1.83334
3	27	90.2006	1.48569
3	28	127.712	1.97079
3	29	86.9331	1.52044
3	30	74.1687	1.74909
3	31	123.56	3.03906
