15	16   0.31598	-113.91523
15	17   0.31324	-110.00390
15	18   0.31015	-106.20634
15	19   0.30773	-103.49582
15	20   0.30481	-99.84583
15	21   0.30240	-96.54012
15	22   0.30069	-94.24195
15	23   0.29946	-92.20034
15	24   0.30033	-93.33326
15	25   0.30219	-95.54284
14	16   0.31487	-112.48671
14	17   0.31190	-108.04431
14	18   0.30827	-103.35870
14	19   0.30519	-99.70143
14	20   0.30203	-95.58603
14	21   0.29926	-91.99134
14	22   0.29742	-89.56077
14	23   0.29687	-88.68156
14	24   0.29700	-88.48745
14	25   0.29954	-91.79914
13	16   0.31307	-110.55110
13	17   0.30947	-105.06599
13	18   0.30503	-99.01382
13	19   0.30072	-93.51245
13	20   0.29715	-88.86522
13	21   0.29315	-83.45598
13	22   0.29129	-81.14470
13	23   0.29043	-79.61808
13	24   0.29034	-79.30680
12	16   0.30961	-106.12647
12	17   0.30549	-100.02735
12	18   0.30060	-93.15186
12	19   0.29553	-86.43400
12	20   0.29090	-80.36176
12	21   0.28669	-74.70899
12	22   0.28361	-70.42318
12	23   0.28211	-68.20265
12	24   0.28147	-67.18657
11	16   0.30586	-100.93901
11	17   0.30168	-95.01321
11	18   0.29598	-86.91652
11	19   0.28998	-78.77994
11	20   0.28433	-71.33876
11	21   0.27931	-64.57543
11	22   0.27511	-58.92928
11	23   0.27315	-55.91648
10	16   0.30375	-98.78308
10	17   0.29837	-90.44889
10	18   0.29256	-82.29130
10	19   0.28464	-71.65052
10	20   0.27798	-62.47127
10	21   0.27343	-56.34463
10	22   0.26877	-49.94603
10	23   0.26639	-46.64660
