16	16    0.35946	-124.80398
16	17    0.35630	-121.31013
16	18    0.35314	-117.72082
16	19    0.34948	-113.51734
16	20    0.34609	-109.46316
16	21    0.34371	-106.38393
16	22    0.34158	-103.41355
16	23    0.34077	-101.81358
16	24    0.34245	-103.10976
16	25    0.34575	-105.59481
17	16    0.35808	-123.46858
17	17    0.35482	-119.43629
17	18    0.35098	-114.96366
17	19    0.34646	-109.47093
17	20    0.34276	-104.99243
17	21    0.33998	-101.59454
17	22    0.33786	-98.67840
17	23    0.33692	-97.02274
17	24    0.33823	-97.94302
17	25    0.33974	-98.66869
18	16    0.35514	-120.53702
18	17    0.35167	-116.10812
18	18    0.34644	-109.53627
18	19    0.34101	-102.98493
18	20    0.33663	-97.58344
18	21    0.33272	-92.70139
18	22    0.33061	-89.87977
18	23    0.32869	-87.05234
18	24    0.32969	-87.66802
18	25    0.33285	-90.65126
19	16    0.35126	-116.21733
19	17    0.34668	-110.29050
19	18    0.34046	-102.44027
19	19    0.33530	-96.13288
19	20    0.32898	-88.39785
19	21    0.32505	-83.30393
19	22    0.32103	-78.12763
19	23    0.32072	-77.39540
19	24    0.32101	-77.22769
20	16    0.34625	-110.05815
20	17    0.34127	-103.76044
20	18    0.33539	-96.36494
20	19    0.32754	-86.71174
20	20    0.32202	-79.90939
20	21    0.31613	-72.45353
20	22    0.31321	-68.68099
20	23    0.31160	-66.20589
21	16    0.34269	-105.64399
21	17    0.33758	-99.35554
21	18    0.32970	-89.39948
21	19    0.32126	-78.80132
21	20    0.31410	-70.08958
21	21    0.30898	-63.40046
21	22    0.30457	-57.83626
21	23    0.30304	-55.90177
22	17    0.33321	-93.90930
22	18    0.32475	-83.05527
22	19    0.31537	-71.46092
22	20    0.30940	-63.81756
22	21    0.30291	-56.16277
22	22    0.29879	-50.72456
