16	5     0.3541911269	-110.6728719
16	6     0.3507882346	-107.2388437
16	7     0.3483643798	-104.7319855
16	8     0.3475025965	-104.0892267
16	9     0.3478573184	-104.3599025
16	10    0.3494293907	-106.5900534
16	11    0.3519960213	-109.7947635
16	12    0.3557454377	-114.3910667
16	13    0.35993428	-119.5585812
16	14    0.3638484657	-124.008141
16	15    0.3678634256	-128.9225852
16	16    0.369993566	-131.7587003
17	5     0.3507213783	-106.6856544
17	6     0.3462602314	-101.6944951
17	7     0.3437634268	-98.88694775
17	8     0.3425731147	-97.77249772
17	9     0.34315444	-98.69953828
17	10    0.3445357698	-100.710581
17	11    0.3473976327	-104.3425055
17	12    0.3519219736	-109.8012576
17	13    0.3566417303	-115.5912714
17	14    0.3614117093	-121.1055243
17	15    0.364605417	-124.7126417
17	16    0.3660996717	-126.7912754
18	5     0.3439883356	-98.67698744
18	6     0.3384960636	-92.2675951
18	7     0.3353806339	-88.95829776
18	8     0.3340170258	-87.73954586
18	9     0.3339321683	-87.83859981
18	10    0.3363614762	-90.96560018
18	11    0.3400661579	-95.6277109
18	12    0.3449491068	-101.6288185
18	13    0.3505877422	-108.3109867
18	14    0.3555735899	-114.0931169
18	15    0.3601808538	-119.6554505
18	16    0.3620231748	-122.0683241
19	6     0.3303117876	-82.78101632
19	7     0.3266124738	-78.74299563
19	8     0.3247278053	-76.78293423
19	9     0.3250145711	-77.32366026
19	10    0.3277935125	-80.97187196
19	11    0.3321121118	-86.24918696
19	12    0.3377505323	-93.22010205
19	13    0.3436735456	-100.2094545
19	14    0.3496352029	-107.3464911
19	15    0.3550932983	-114.0266781
19	16    0.3570915724	-116.3971867
20	6     0.3228194513	-74.34249175
20	7     0.3178457925	-68.33848867
20	8     0.3160118148	-66.44347232
20	9     0.3160498068	-66.60263014
20	10    0.319091382	-70.40907439
20	11    0.3236256199	-76.00064261
20	12    0.3304185445	-84.40178478
20	13    0.3375398951	-93.00512821
20	14    0.3449555731	-102.047051
20	15    0.3505543491	-108.7267665
20	16    0.352616552	-111.280635
21	7     0.3110179661	-60.45985871
21	8     0.3076640139	-56.01086203
21	9     0.30872213	-57.90603251
21	10    0.3122899908	-62.34766724
21	11    0.3164356708	-67.44022664
21	12    0.3232674572	-75.64667088
21	13    0.3318665464	-86.14128945
21	14    0.3399091211	-95.89200709
21	15    0.3462797787	-103.4007136
21	16    0.349436026	-107.419158
22	8     0.3043312881	-52.56458994
22	9     0.3026694518	-50.47023306
22	10    0.3059605952	-54.40709652
22	11    0.3116658763	-61.50798862
22	12    0.3194458911	-71.17784189
22	13    0.3279687751	-81.27985029
22	14    0.3364414217	-91.68019526
22	15    0.3426688019	-98.87014078
