9	9           0.3301162457	-78.83408152
9	10          0.3294248223	-78.45237894
9	11          0.3327667269	-82.802766
9	12          0.3374099268	-88.97272007
9	13          0.3396581638	-92.23575843
9	14          0.3419683342	-95.44356203
9	15          0.343064877	-97.05224049
10	7           0.3321900498	-80.20686548
10	8           0.331424249	-79.6165053
10	9           0.3311975811	-79.74677801
10	10          0.3338836977	-83.82084442
10	11          0.335711028	-86.61292712
10	12          0.3385521111	-90.38092503
10	13          0.3413403573	-94.14417726
10	14          0.3445680261	-98.45085945
10	15          0.3463319155	-101.3400952
10	16          0.347187895	-102.9355991
11	6           0.3357906646	-82.89938652
11	7           0.3340230887	-81.85127641
11	8           0.333562935	-82.01387072
11	9           0.3349289263	-84.3167075
11	10          0.3365398683	-87.07301024
11	11          0.3388076739	-90.43998895
11	12          0.3414480276	-94.067111
11	13          0.3448004497	-98.56155818
11	14          0.3470111258	-101.4547747
11	15          0.3482786684	-103.2923039
11	16          0.349794708	-106.6803547
12	5           0.3408914082	-87.16161832
12	6           0.3382782772	-85.31021232
12	7           0.3371811785	-85.0869613
12	8           0.3368663848	-85.74459663
12	9           0.337125584	-86.9837219
12	10          0.3394326189	-90.59667466
12	11          0.3417460583	-94.16096161
12	12          0.3448069104	-98.38993311
12	13          0.3476338906	-101.9551567
12	14          0.3497149373	-104.5777343
12	15          0.3516596916	-107.7117445
12	16          0.3525557514	-110.1854073
13	5           0.3424137546	-88.42618957
13	6           0.3400473058	-86.6551227
13	7           0.3389574507	-86.84147652
13	8           0.3390261427	-88.53247996
13	9           0.3399405169	-90.47014686
13	10          0.3413783508	-93.03882979
13	11          0.3443681344	-97.26630387
13	12          0.3469260788	-100.8124789
13	13          0.3501807802	-104.9772578
13	14          0.3522790359	-107.515677
13	15          0.3541774929	-110.6778902
13	16          0.3548878561	-113.6210642
14	5           0.3423691604	-88.19955943
14	6           0.3397710487	-85.6932788
14	7           0.3368972209	-83.46643184
14	8           0.3373171536	-85.60762877
14	9           0.3393950572	-89.57477388
14	10          0.3410872829	-92.35323164
14	11          0.3441556013	-96.86977707
14	12          0.3474107497	-101.3322411
14	13          0.3507146941	-105.8640354
14	14          0.353381726	-109.2568867
14	15          0.354272953	-110.4868741
14	16          0.3503074375	-106.2767288
15	5           0.344413251	-94.15119259
15	6           0.3420446097	-91.74778922
15	7           0.3397710487	-90.06273449
15	8           0.3396017495	-91.40467714
15	9           0.3405444418	-93.23690138
15	10          0.3415557659	-94.67993875
15	11          0.3447423144	-99.31643455
15	12          0.3477718562	-103.1832362
15	13          0.3503674651	-106.3552428
15	14          0.3526368235	-110.0565783
15	15          0.3547510265	-113.9185171
15	16          0.3551892528	-114.9265039
