0	0	15	0	1
0	1	15	-5.76004	1.03848
0	2	15	-0.000994532	1.04851
0	3	15	-0.728772	1.02669
0	4	15	0.847841	1.04393
0	5	15	1.70173	0.99126
0	6	15	1.93947	1.11039
0	7	15	1.09844	1.09729
0	8	15	2.09231	1.04836
0	9	15	2.34258	1.06757
0	10	15	1.13211	1.0282
0	11	15	1.20122	1.01599
0	12	15	0.275455	1.07003
0	13	15	-0.0714525	1.05844
0	14	15	-0.678136	1.0476
0	15	15	0.714957	1.09013
0	16	15	-2.86288	0.970418
0	17	15	-0.32207	0.960689
0	18	15	-33.2106	1.12686
0	19	15	0.806251	0.950914
0	20	15	-0.609316	0.975018
0	21	15	-2.09597	0.950024
0	22	15	-1.22977	0.966408
0	23	15	-0.811134	0.972378
0	24	15	-63.8751	0.966675
0	25	15	-0.246829	0.980993
0	26	15	0.530352	0.947697
0	27	15	-0.661197	0.961269
0	28	15	-28.7693	0.964728
0	29	15	0.727262	0.985042
0	30	15	-0.103621	0.938679
0	31	15	1.31977	0.949622
1	0	15	8.54282	0.862539
1	1	15	-2.39607	0.94205
1	2	15	-1.81526	0.900089
1	3	15	-1.29784	0.951507
1	4	15	-1.77074	0.90266
1	5	15	-0.261869	0.920142
1	6	15	0.392909	0.979186
1	7	15	0.0806875	0.954439
1	8	15	-2.62027	0.897448
1	9	15	-3.75698	0.917097
1	10	15	-1.22679	0.898478
1	11	15	-1.14199	0.912965
1	12	15	-2.14631	0.886217
1	13	15	-1.23063	0.911844
1	14	15	-1.23885	0.945121
1	15	15	-0.860989	0.917336
1	16	15	-1.77563	0.837409
1	17	15	-2.05458	0.857622
1	18	15	-1.66569	0.843188
1	19	15	-0.95793	0.865985
1	20	15	-1.06827	0.861312
1	21	15	-0.827303	0.855951
1	22	15	-0.320655	0.914247
1	23	15	-0.791918	0.836712
1	24	15	0.8785	0.870673
1	25	15	0.954354	0.84325
1	26	15	-0.470244	0.833323
1	27	15	1.00527	0.860611
1	28	15	1.12816	0.846436
1	29	15	0.508849	0.862169
1	30	15	3.10751	0.842898
1	31	15	8.75899	0.85104
2	0	15	0	1
2	1	15	7.66517	1.115
2	2	15	1.61895	1.07481
2	3	15	2.06226	1.17888
2	4	15	0.536691	1.09953
2	5	15	2.34226	1.03386
2	6	15	1.09552	1.06009
2	7	15	2.80274	1.07243
2	8	15	2.94851	1.08518
2	9	15	3.64427	1.12773
2	10	15	2.30338	1.1161
2	11	15	3.22514	1.10262
2	12	15	0.447641	1.06299
2	13	15	1.18143	1.09069
2	14	15	1.95115	1.03923
2	15	15	0.450034	1.08646
2	16	15	1.72391	1.12015
2	17	15	1.99889	1.0956
2	18	15	0.202533	1.08084
2	19	15	2.0277	1.07491
2	20	15	0.446985	1.08188
2	21	15	-1.66033	1.0483
2	22	15	2.67937	1.06395
2	23	15	2.60441	1.06681
2	24	15	1.16306	1.06264
2	25	15	1.30801	1.09908
2	26	15	2.23258	1.06639
2	27	15	3.28506	1.06708
2	28	15	1.20671	1.07463
2	29	15	3.95385	1.07373
2	30	15	3.68243	1.06116
2	31	15	0	1
3	0	15	-89.9282	1.06684
3	1	15	-11.0554	0.905901
3	2	15	-2.45563	0.915384
3	3	15	1.5268	0.915619
3	4	15	0.198053	0.897398
3	5	15	-5.68137	0.891815
3	6	15	-0.370448	0.91683
3	7	15	2.35635	0.912607
3	8	15	0.814657	0.889169
3	9	15	-0.0105934	0.905328
3	10	15	-0.122426	0.939468
3	11	15	0.795702	0.912463
3	12	15	0.0874591	0.919399
3	13	15	0.474348	0.882292
3	14	15	-7.68221	0.915985
3	15	15	-0.225814	0.920202
3	16	15	-0.420192	1.03782
3	17	15	4.2878	1.0116
3	18	15	0.0888762	1.04579
3	19	15	0.620598	1.03122
3	20	15	3.61538	0.982136
3	21	15	2.92954	1.03073
3	22	15	4.47032	1.01067
3	23	15	3.1973	1.01737
3	24	15	0.912419	1.0356
3	25	15	0.456473	1.0182
3	26	15	4.88884	0.985008
3	27	15	2.50208	1.01811
3	28	15	-4.4082	1.06264
3	29	15	3.73232	1.01376
3	30	15	8.91652	1.00976
3	31	15	3.50253	0.992467
